# HSK 2.0 level 6 word list (words exclusive to this level).
# One entry per line: simplified<TAB>traditional.
# Source: github.com/drkameleon/complete-hsk-vocabulary (MIT), wordlists/exclusive/old/6.json
沉闷	沉悶
沉思	沉思
沉着	沉著
沉重	沉重
陈旧	陳舊
陈列	陳列
陈述	陳述
称号	稱號
称心如意	稱心如意
成本	成本
成交	成交
成天	成天
成效	成效
成心	成心
成员	成員
呈现	呈現
承办	承辦
承包	承包
承诺	承諾
诚挚	誠摯
城堡	城堡
乘务员	乘務員
惩罚	懲罰
澄清	澄清
橙	橙
秤	秤
吃苦	吃苦
吃力	吃力
池塘	池塘
迟缓	遲緩
迟疑	遲疑
持久	持久
赤道	赤道
赤字	赤字
充当	充當
充沛	充沛
充实	充實
充足	充足
冲动	衝動
冲击	沖擊
冲突	衝突
崇拜	崇拜
崇高	崇高
崇敬	崇敬
抽空	抽空
稠密	稠密
筹备	籌備
踌躇	躊躇
丑恶	醜惡
出路	出路
出卖	出賣
出身	出身
出神	出神
出息	出息
出洋相	出洋相
初步	初步
储备	儲備
储存	儲存
储蓄	儲蓄
处分	處分
处境	處境
处置	處置
畜牧	畜牧
触犯	觸犯
川流不息	川流不息
穿越	穿越
传达	傳達
传单	傳單
传记	傳記
传授	傳授
船舶	船舶
喘气	喘氣
串	串
床单	床單
幢	幢
创立	創立
创新	創新
创业	創業
创作	創作
吹牛	吹牛
吹捧	吹捧
垂直	垂直
锤	錘
纯粹	純粹
纯洁	純潔
词汇	詞匯
慈祥	慈祥
雌雄	雌雄
次品	次品
次序	次序
伺候	伺候
刺	刺
从容不迫	從容不迫
丛	叢
凑合	湊合
粗鲁	粗魯
窜	竄
摧残	摧殘
脆弱	脆弱
搓	搓
磋商	磋商
挫折	挫折
搭	搭
搭档	搭檔
搭配	搭配
达成	達成
答辩	答辯
答复	答復
打包	打包
打官司	打官司
打击	打擊
打架	打架
打量	打量
打猎	打獵
打仗	打仗
大不了	大不了
大臣	大臣
大伙儿	大伙兒
大厦	大廈
大肆	大肆
大体	大體
大意	大意
大致	大致
歹徒	歹徒
逮捕	逮捕
代价	代價
代理	代理
带领	帶領
怠慢	怠慢
担保	擔保
胆怯	膽怯
诞辰	誕辰
诞生	誕生
弹性	彈性
淡季	淡季
淡水	淡水
蛋白质	蛋白質
当场	當場
当初	當初
当面	當面
当前	當前
当事人	當事人
当务之急	當務之急
当心	當心
当选	當選
党	黨
档案	檔案
档次	檔次
导弹	導彈
导航	導航
导向	導向
岛屿	島嶼
捣乱	搗亂
倒闭	倒閉
盗窃	盜竊
稻谷	稻穀
地步	地步
地势	地勢
地质	地質
得不偿失	得不償失
得力	得力
得天独厚	得天獨厚
得罪	得罪
灯笼	燈籠
登陆	登陸
登录	登錄
蹬	蹬
等级	等級
瞪	瞪
堤坝	堤壩
敌视	敵視
抵达	抵達
抵抗	抵抗
抵制	抵制
递增	遞增
颠簸	顛簸
颠倒	顛倒
典礼	典禮
典型	典型
点缀	點綴
电源	電源
垫	墊
惦记	惦記
奠定	奠定
叼	叼
雕刻	雕刻
雕塑	雕塑
吊	吊
调动	調動
调和	調和
调剂	調劑
调节	調節
调解	調解
调料	調料
跌	跌
叮嘱	叮囑
盯	盯
定期	定期
定义	定義
丢人	丟人
丢三落四	丟三落四
东道主	東道主
东张西望	東張西望
董事长	董事長
动荡	動盪
动机	動機
动静	動靜
动力	動力
动脉	動脈
动身	動身
动手	動手
动态	動態
动员	動員
冻结	凍結
栋	棟
洞穴	洞穴
都市	都市
兜	兜
陡峭	陡峭
斗争	鬥爭
督促	督促
毒品	毒品
独裁	獨裁
堵塞	堵塞
赌博	賭博
杜绝	杜絕
端	端
端午节	端午節
端正	端正
短促	短促
断定	斷定
断断续续	斷斷續續
断绝	斷絕
堆积	堆積
队伍	隊伍
对策	對策
对称	對稱
对付	對付
对抗	對抗
对立	對立
对联	對聯
对应	對應
对照	對照
兑换	兌換
兑现	兌現
顿时	頓時
多元化	多元化
哆嗦	哆嗦
堕落	墮落
额外	額外
恶化	惡化
恶心	噁心
掠夺	掠奪
略微	略微
遏制	遏制
恩怨	恩怨
而已	而已
耳环	耳環
二氧化碳	二氧化碳
发布	發佈
发财	發財
发呆	發呆
发动	發動
发火	發火
发觉	發覺
发射	發射
发誓	發誓
发行	發行
发炎	發炎
发扬	發揚
发育	發育
法人	法人
番	番
繁华	繁華
繁忙	繁忙
繁体字	繁體字
繁殖	繁殖
反驳	反駁
反常	反常
反倒	反倒
反动	反動
反感	反感
反抗	反抗
反馈	反饋
反面	反面
反射	反射
反思	反思
反问	反問
反之	反之
泛滥	泛濫
范畴	範疇
贩卖	販賣
方位	方位
方言	方言
方针	方針
防守	防守
防疫	防疫
防御	防禦
防止	防止
防治	防治
纺织	紡織
放大	放大
放射	放射
放手	放手
飞禽走兽	飛禽走獸
飞翔	飛翔
飞跃	飛躍
非法	非法
肥沃	肥沃
匪徒	匪徒
诽谤	誹謗
废除	廢除
废墟	廢墟
沸腾	沸騰
分辨	分辨
分寸	分寸
分红	分紅
分解	分解
分量	分量
分裂	分裂
分泌	分泌
分明	分明
分歧	分歧
分散	分散
分手	分手
吩咐	吩咐
坟墓	墳墓
粉末	粉末
粉色	粉色
粉碎	粉碎
丰满	豐滿
丰盛	豐盛
丰收	豐收
风暴	風暴
风度	風度
风光	風光
风气	風氣
风趣	風趣
风土人情	風土人情
风味	風味
封闭	封閉
封建	封建
封锁	封鎖
锋利	鋒利
逢	逢
奉献	奉獻
否决	否決
敷衍	敷衍
服气	服氣
俘虏	俘虜
符号	符號
幅度	幅度
福利	福利
福气	福氣
辐射	輻射
抚养	撫養
俯仰	俯仰
辅助	輔助
腐败	腐敗
腐烂	腐爛
腐蚀	腐蝕
腐朽	腐朽
负担	負擔
附和	附和
附件	附件
附属	附屬
复活	復活
复兴	復興
副	副
副作用	副作用
富裕	富裕
赋予	賦予
腹泻	腹瀉
覆盖	覆蓋
夫妇	夫婦
夫人	夫人
改良	改良
盖章	蓋章
甘心	甘心
尴尬	尷尬
感慨	感慨
感染	感染
干旱	乾旱
干劲	幹勁
干扰	干擾
干涉	干涉
干预	干預
杠杆	槓桿
纲领	綱領
岗位	崗位
港口	港口
港湾	港灣
高超	高超
高潮	高潮
高峰	高峰
高考	高考
高明	高明
高尚	高尚
高涨	高漲
稿件	稿件
告辞	告辭
告诫	告誡
疙瘩	疙瘩
割	割
搁	擱
歌颂	歌頌
格局	格局
格式	格式
隔阂	隔閡
隔离	隔離
个体	個體
各抒己见	各抒己見
给予	給予
根深蒂固	根深蒂固
根源	根源
跟前	跟前
跟随	跟隨
跟踪	跟蹤
耕地	耕地
更新	更新
更正	更正
工夫	工夫
工艺品	工藝品
公安局	公安局
公道	公道
公告	公告
公关	公關
公民	公民
公婆	公婆
公然	公然
公认	公認
公式	公式
公务	公務
公正	公正
公证	公證
功课	功課
功劳	功勞
功效	功效
攻击	攻擊
攻克	攻克
供不应求	供不應求
供给	供給
宫殿	宮殿
恭敬	恭敬
巩固	鞏固
共和国	共和國
共计	共計
共鸣	共鳴
勾结	勾結
钩子	鉤子
构思	構思
姑且	姑且
孤独	孤獨
孤立	孤立
辜负	辜負
古董	古董
古怪	古怪
股东	股東
股份	股份
骨干	骨幹
鼓动	鼓動
固然	固然
固有	固有
固执	固執
故乡	故鄉
故障	故障
顾虑	顧慮
顾问	顧問
拐杖	拐杖
关照	關照
观光	觀光
官方	官方
管辖	管轄
贯彻	貫徹
惯例	慣例
灌溉	灌溉
罐	罐
光彩	光彩
光辉	光輝
光芒	光芒
广阔	廣闊
归根到底	歸根到底
归还	歸還
归纳	歸納
规范	規範
规格	規格
规划	規劃
规章	規章
轨道	軌道
贵族	貴族
跪	跪
棍棒	棍棒
国防	國防
国务院	國務院
果断	果斷
过度	過度
过渡	過渡
过奖	過獎
过滤	過濾
过失	過失
过问	過問
过瘾	過癮
过于	過於
嗨	嗨
还原	還原
海拔	海拔
海滨	海濱
含糊	含糊
含义	含義
寒暄	寒暄
罕见	罕見
捍卫	捍衛
航空	航空
航天	航天
航行	航行
毫米	毫米
毫无	毫無
豪迈	豪邁
好客	好客
号召	號召
耗费	耗費
合并	合並
合成	合成
合乎	合乎
合伙	合伙
合身	合身
合算	合算
和蔼	和藹
和解	和解
和睦	和睦
和气	和氣
和谐	和諧
嘿	嘿
痕迹	痕跡
狠心	狠心
恨不得	恨不得
哼	哼
轰动	轟動
哄	哄
烘	烘
红包	紅包
宏观	宏觀
宏伟	宏偉
洪水	洪水
喉咙	喉嚨
吼	吼
后代	後代
后顾之忧	後顧之憂
后勤	後勤
候选	候選
呼啸	呼嘯
呼吁	呼籲
忽略	忽略
胡乱	胡亂
湖泊	湖泊
互联网	互聯網
花瓣	花瓣
华丽	華麗
华侨	華僑
化肥	化肥
化石	化石
化验	化驗
化妆	化妝
划分	劃分
画蛇添足	畫蛇添足
话筒	話筒
怀孕	懷孕
环节	環節
缓和	緩和
患者	患者
欢乐	歡樂
荒凉	荒涼
荒谬	荒謬
荒唐	荒唐
慌忙	慌忙
黄昏	黃昏
恍然大悟	恍然大悟
挥霍	揮霍
辉煌	輝煌
回报	回報
回避	回避
回顾	回顧
回收	回收
悔恨	悔恨
毁灭	毀滅
汇报	匯報
会晤	會晤
贿赂	賄賂
昏迷	昏迷
浑身	渾身
混合	混合
混乱	混亂
混淆	混淆
混浊	混濁
活该	活該
活力	活力
火箭	火箭
火焰	火焰
火药	火藥
或许	或許
货币	貨幣
讥笑	譏笑
饥饿	飢餓
机动	機動
机构	機構
机关	機關
机灵	機靈
机密	機密
机械	機械
机遇	機遇
机智	機智
迹象	跡象
基地	基地
基金	基金
基因	基因
激发	激發
激励	激勵
激情	激情
及早	及早
吉祥	吉祥
级别	級別
即便	即便
即将	即將
极端	極端
极限	極限
急功近利	急功近利
急剧	急劇
急切	急切
急于求成	急於求成
急躁	急躁
疾病	疾病
集团	集團
嫉妒	嫉妒
籍贯	籍貫
计较	計較
记性	記性
记载	記載
纪要	紀要
忌讳	忌諱
技能	技能
技巧	技巧
季度	季度
季军	季軍
继承	繼承
继往开来	繼往開來
寂静	寂靜
寄托	寄託
加工	加工
加剧	加劇
夹杂	夾雜
佳肴	佳餚
家常	家常
家伙	傢伙
家属	家屬
家喻户晓	家喻戶曉
假设	假設
假使	假使
尖端	尖端
坚定	堅定
坚固	堅固
坚韧	堅韌
坚实	堅實
坚硬	堅硬
间谍	間諜
间隔	間隔
间接	間接
艰难	艱難
兼职	兼職
监督	監督
监视	監視
监狱	監獄
拣	揀
剪彩	剪彩
检讨	檢討
检验	檢驗
简化	簡化
简陋	簡陋
简体字	簡體字
简要	簡要
见多识广	見多識廣
见解	見解
见闻	見聞
见义勇为	見義勇為
健全	健全
舰艇	艦艇
溅	濺
践踏	踐踏
鉴别	鑑別
鉴定	鑑定
鉴于	鑒於
将近	將近
将军	將軍
僵硬	僵硬
奖励	獎勵
奖赏	獎賞
桨	槳
降临	降臨
交叉	交叉
交代	交代
交涉	交涉
交往	交往
交易	交易
娇气	嬌氣
焦点	焦點
焦急	焦急
角落	角落
搅拌	攪拌
缴纳	繳納
较量	較量
教养	教養
阶层	階層
皆	皆
接连	接連
揭发	揭發
揭露	揭露
节奏	節奏
杰出	傑出
结晶	結晶
结局	結局
结算	結算
截至	截至
竭尽全力	竭盡全力
解除	解除
解雇	解僱
解剖	解剖
解散	解散
解体	解體
戒备	戒備
界限	界限
借鉴	借鑒
借助	借助
金融	金融
津津有味	津津有味
尽快	儘快
紧密	緊密
紧迫	緊迫
锦绣前程	錦繡前程
劲头	勁頭
近来	近來
近视	近視
进而	進而
进攻	進攻
进化	進化
进展	進展
晋升	晉升
浸泡	浸泡
经费	經費
经商	經商
经纬	經緯
茎	莖
惊动	驚動
惊奇	驚奇
惊讶	驚訝
兢兢业业	兢兢業業
精打细算	精打細算
精华	精華
精简	精簡
精密	精密
精确	精確
精通	精通
精心	精心
精益求精	精益求精
精致	精緻
井	井
颈椎	頸椎
警告	警告
警惕	警惕
竞赛	競賽
竞选	競選
敬礼	敬禮
境界	境界
镜头	鏡頭
纠纷	糾紛
纠正	糾正
酒精	酒精
救济	救濟
就近	就近
就业	就業
就职	就職
居住	居住
拘留	拘留
拘束	拘束
鞠躬	鞠躬
局部	局部
局面	局面
局势	局勢
局限	侷限
咀嚼	咀嚼
沮丧	沮喪
举动	舉動
举世闻名	舉世聞名
举世瞩目	舉世矚目
举足轻重	舉足輕重
剧本	劇本
剧烈	劇烈
据悉	據悉
聚精会神	聚精會神
决策	決策
绝望	絕望
觉悟	覺悟
觉醒	覺醒
军队	軍隊
卡通	卡通
开采	開採
开除	開除
开阔	開闊
开朗	開朗
开明	開明
开辟	開闢
开水	開水
开拓	開拓
开展	開展
开支	開支
刊登	刊登
刊物	刊物
勘探	勘探
看待	看待
看望	看望
慷慨	慷慨
扛	扛
考察	考察
考古	考古
考核	考核
考验	考驗
靠拢	靠攏
科目	科目
颗粒	顆粒
磕	磕
可恶	可惡
可观	可觀
可口	可口
可笑	可笑
可行	可行
渴望	渴望
刻不容缓	刻不容緩
客户	客戶
课题	課題
恳切	懇切
啃	啃
坑	坑
空白	空白
空洞	空洞
空前绝后	空前絕後
空隙	空隙
空想	空想
空虚	空虛
孔	孔
恐惧	恐懼
恐吓	恐嚇
口气	口氣
口腔	口腔
口头	口頭
口音	口音
枯竭	枯竭
枯燥	枯燥
苦尽甘来	苦盡甘來
挎	挎
跨	跨
快活	快活
宽敞	寬敞
款待	款待
款式	款式
框架	框架
筐	筐
况且	況且
旷课	曠課
亏待	虧待
亏损	虧損
昆虫	昆蟲
捆绑	捆綁
扩充	擴充
扩散	擴散
扩张	擴張
喇叭	喇叭
啦	啦
来历	來歷
来源	來源
栏目	欄目
懒惰	懶惰
狼狈	狼狽
朗读	朗讀
捞	撈
牢固	牢固
牢骚	牢騷
唠叨	嘮叨
乐谱	樂譜
乐趣	樂趣
乐意	樂意
雷达	雷達
类似	類似
冷淡	冷淡
冷酷	冷酷
冷却	冷卻
愣	愣
黎明	黎明
礼节	禮節
里程碑	里程碑
理睬	理睬
理所当然	理所當然
理直气壮	理直氣壯
理智	理智
力所能及	力所能及
力图	力圖
力争	力爭
历代	歷代
历来	歷來
立场	立場
立交桥	立交橋
立体	立體
立足	立足
利害	利害
利率	利率
例外	例外
连年	連年
连锁	連鎖
连同	連同
联欢	聯歡
联络	聯絡
联盟	聯盟
联想	聯想
廉洁	廉潔
良心	良心
谅解	諒解
晾	晾
辽阔	遼闊
列举	列舉
临床	臨床
淋	淋
吝啬	吝嗇
灵感	靈感
灵魂	靈魂
灵敏	靈敏
凌晨	凌晨
零星	零星
领会	領會
领事馆	領事館
领土	領土
领悟	領悟
领先	領先
领袖	領袖
伶俐	伶俐
溜	溜
流浪	流浪
流露	流露
流氓	流氓
流通	流通
留恋	留戀
留念	留念
留神	留神
笼罩	籠罩
聋哑	聾啞
隆重	隆重
垄断	壟斷
搂	摟
炉灶	爐灶
屡次	屢次
履行	履行
率领	率領
轮船	輪船
轮廓	輪廓
轮胎	輪胎
论坛	論壇
论证	論證
啰唆	囉唆
螺丝钉	螺絲釘
络绎不绝	絡繹不絕
落成	落成
落实	落實
麻痹	麻痺
麻木	麻木
麻醉	麻醉
码头	碼頭
嘛	嘛
埋伏	埋伏
埋没	埋沒
埋怨	埋怨
埋葬	埋葬
迈	邁
脉搏	脈搏
慢性	慢性
漫画	漫畫
漫长	漫長
蔓延	蔓延
忙碌	忙碌
盲目	盲目
茫茫	茫茫
茫然	茫然
茂盛	茂盛
冒充	冒充
没辙	沒轍
枚	枚
媒介	媒介
媒体	媒體
美观	美觀
美满	美滿
美妙	美妙
门诊	門診
萌芽	萌芽
蒙	濛
猛烈	猛烈
梦想	夢想
眯	眯
弥补	彌補
弥漫	彌漫
迷惑	迷惑
迷人	迷人
迷失	迷失
迷信	迷信
密度	密度
密封	密封
免得	免得
免疫	免疫
勉励	勉勵
勉强	勉強
面貌	面貌
面子	面子
描绘	描繪
渺小	渺小
灭亡	滅亡
蔑视	蔑視
民间	民間
民用	民用
敏感	敏感
敏捷	敏捷
敏锐	敏銳
名次	名次
名额	名額
名副其实	名副其實
名誉	名譽
明明	明明
命名	命名
摸索	摸索
模范	模範
模式	模式
模型	模型
模样	模樣
膜	膜
摩擦	摩擦
磨合	磨合
魔鬼	魔鬼
魔术	魔術
抹杀	抹殺
莫名其妙	莫名其妙
墨水儿	墨水兒
默默	默默
谋求	謀求
母语	母語
目睹	目睹
目光	目光
沐浴	沐浴
嗯	嗯
拿手	拿手
纳闷儿	納悶兒
耐用	耐用
难得	難得
难堪	難堪
难免	難免
难能可贵	難能可貴
恼火	惱火
内涵	內涵
内幕	內幕
内在	內在
能量	能量
拟定	擬定
年度	年度
捏	捏
宁肯	寧肯
宁愿	寧願
拧	擰
凝固	凝固
凝聚	凝聚
凝视	凝視
扭转	扭轉
纽扣儿	紐扣兒
农历	農曆
浓厚	濃厚
奴隶	奴隸
虐待	虐待
挪	挪
哦	哦
欧洲	歐洲
殴打	毆打
呕吐	嘔吐
趴	趴
徘徊	徘徊
排斥	排斥
排除	排除
排放	排放
派别	派別
派遣	派遣
攀登	攀登
盘旋	盤旋
判决	判決
畔	畔
庞大	龐大
抛弃	拋棄
泡沫	泡沫
培训	培訓
培育	培育
配备	配備
配偶	配偶
配套	配套
盆地	盆地
烹饪	烹飪
捧	捧
批发	批發
批判	批判
劈	劈
皮革	皮革
疲惫	疲憊
疲倦	疲倦
屁股	屁股
譬如	譬如
偏差	偏差
偏见	偏見
偏僻	偏僻
偏偏	偏偏
片断	片斷
片刻	片刻
飘扬	飄揚
漂浮	漂浮
拼搏	拼搏
拼命	拼命
贫乏	貧乏
贫困	貧困
频繁	頻繁
频率	頻率
品尝	品嘗
品德	品德
品行	品行
品质	品質
平凡	平凡
平面	平面
平坦	平坦
平行	平行
平原	平原
评估	評估
评论	評論
屏障	屏障
坡	坡
颇	頗
迫不及待	迫不及待
迫害	迫害
破例	破例
魄力	魄力
泼	潑
扑	撲
朴实	樸實
普及	普及
铺	舖
瀑布	瀑布
曝光	曝光
凄凉	悽涼
期望	期望
期限	期限
欺负	欺負
欺骗	欺騙
齐全	齊全
齐心协力	齊心協力
奇妙	奇妙
歧视	歧視
旗袍	旗袍
旗帜	旗幟
乞丐	乞丐
岂有此理	豈有此理
启程	啟程
启示	啟示
启事	啟事
起草	起草
起初	起初
起伏	起伏
起哄	起鬨
起码	起碼
起义	起義
起源	起源
气概	氣概
气功	氣功
气魄	氣魄
气色	氣色
气势	氣勢
气味	氣味
气象	氣象
气压	氣壓
迄今为止	迄今為止
器材	器材
器官	器官
掐	掐
恰当	恰當
恰到好处	恰到好處
恰巧	恰巧
洽谈	洽談
千方百计	千方百計
迁就	遷就
迁徙	遷徙
牵扯	牽扯
牵制	牽制
谦逊	謙遜
签订	簽訂
签署	簽署
前景	前景
前提	前提
潜力	潛力
潜水	潛水
潜移默化	潛移默化
谴责	譴責
强迫	強迫
强制	強制
抢劫	搶劫
抢救	搶救
桥梁	橋梁
翘	翹
切实	切實
锲而不舍	鍥而不捨
亲热	親熱
亲身	親身
侵犯	侵犯
钦佩	欽佩
勤俭	勤儉
勤恳	勤懇
氢	氫
轻而易举	輕而易舉
倾听	傾聽
倾向	傾向
倾斜	傾斜
清澈	清澈
清晨	清晨
清除	清除
清洁	清潔
清理	清理
清晰	清晰
清醒	清醒
清真	清真
情报	情報
情节	情節
情理	情理
情形	情形
晴朗	晴朗
请柬	請柬
请教	請教
请示	請示
请帖	請帖
丘陵	丘陵
区分	區分
区域	區域
曲折	曲折
曲子	曲子
驱逐	驅逐
屈服	屈服
渠道	渠道
取缔	取締
趣味	趣味
圈套	圈套
全局	全局
全力以赴	全力以赴
权衡	權衡
权威	權威
权益	權益
拳头	拳頭
犬	犬
缺口	缺口
缺席	缺席
缺陷	缺陷
瘸	瘸
确保	確保
确立	確立
确切	確切
确信	確信
群众	群眾
染	染
让步	讓步
饶恕	饒恕
扰乱	擾亂
惹祸	惹禍
热泪盈眶	熱淚盈眶
热门	熱門
人道	人道
人格	人格
人工	人工
人家	人家
人间	人間
人士	人士
人为	人為
人性	人性
人质	人質
仁慈	仁慈
忍耐	忍耐
忍受	忍受
认定	認定
认可	認可
任命	任命
任性	任性
任意	任意
任重道远	任重道遠
仍旧	仍舊
日新月异	日新月異
日益	日益
容貌	容貌
容纳	容納
容器	容器
容忍	容忍
溶解	溶解
融洽	融洽
柔和	柔和
揉	揉
若干	若干
弱点	弱點
撒谎	撒謊
腮	腮
三角	三角
散布	散佈
散发	散發
散文	散文
丧失	喪失
嫂子	嫂子
色彩	色彩
刹车	剎車
刹那	剎那
啥	啥
筛选	篩選
山脉	山脈
闪烁	閃爍
擅长	擅長
擅自	擅自
伤脑筋	傷腦筋
商标	商標
上级	上級
上进心	上進心
上任	上任
上瘾	上癮
上游	上游
捎	捎
梢	梢
哨	哨
奢侈	奢侈
设立	設立
设想	設想
设置	設置
社区	社區
涉及	涉及
摄取	攝取
摄氏度	攝氏度
申报	申報
呻吟	呻吟
绅士	紳士
深奥	深奧
深沉	深沉
深情厚谊	深情厚誼
神奇	神奇
神气	神氣
神情	神情
神色	神色
神圣	神聖
神态	神態
神仙	神仙
审查	審查
审理	審理
审美	審美
审判	審判
渗透	滲透
慎重	慎重
生存	生存
生机	生機
生理	生理
生疏	生疏
生态	生態
生物	生物
生效	生效
生锈	生銹
生育	生育
声明	聲明
声势	聲勢
声誉	聲譽
牲畜	牲畜
省会	省會
胜负	勝負
盛	盛
盛产	盛產
盛开	盛開
盛情	盛情
盛行	盛行
尸体	屍體
失误	失誤
失踪	失蹤
师范	師範
施加	施加
施展	施展
十足	十足
石油	石油
时差	時差
时常	時常
时而	時而
时光	時光
时机	時機
时事	時事
时装	時裝
实惠	實惠
实力	實力
实施	實施
实事求是	實事求是
实质	實質
使命	使命
世代	世代
世界观	世界觀
示范	示範
示威	示威
示意	示意
事故	事故
事迹	事跡
事件	事件
事态	事態
事务	事務
事项	事項
事业	事業
势必	勢必
势力	勢力
视力	視力
视线	視線
视野	視野
试图	試圖
试验	試驗
是非	是非
适宜	適宜
逝世	逝世
释放	釋放
识别	識別
拾	拾
收藏	收藏
收缩	收縮
收益	收益
收音机	收音機
手法	手法
手势	手勢
手艺	手藝
守护	守護
首要	首要
受罪	受罪
授予	授予
书法	書法
书籍	書籍
书记	書記
书面	書面
疏忽	疏忽
舒畅	舒暢
束	束
束缚	束縛
树立	樹立
竖	竪
数	數
数额	數額
数目	數目
耍	耍
衰老	衰老
衰退	衰退
涮	涮
双胞胎	雙胞胎
爽快	爽快
水利	水利
水龙头	水龍頭
水泥	水泥
司法	司法
司令	司令
私自	私自
思念	思念
思索	思索
思维	思維
思绪	思緒
斯文	斯文
死亡	死亡
四肢	四肢
饲养	飼養
肆无忌惮	肆無忌憚
耸	聳
搜索	搜索
艘	艘
苏醒	甦醒
俗话	俗話
素食	素食
素质	素質
塑造	塑造
诉讼	訴訟
算了	算了
算数	算數
随即	隨即
随身	隨身
随手	隨手
随意	隨意
岁月	歲月
隧道	隧道
损坏	損壞
索赔	索賠
索性	索性
塌	塌
踏实	踏實
台风	臺風
太空	太空
泰斗	泰斗
贪婪	貪婪
贪污	貪污
摊儿	攤兒
瘫痪	癱瘓
坦白	坦白
叹气	嘆氣
探测	探測
探索	探索
探讨	探討
探望	探望
糖葫芦	糖葫蘆
倘若	倘若
掏	掏
滔滔不绝	滔滔不絕
陶瓷	陶瓷
